type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_grit_chamber_min,t_equalization_min,t_biological_reactor_min,t_mbr_min,t_activated_carbon_min,t_disinfection_min,equip_screening,equip_grit_chamber,equip_equalization,equip_biological_reactor,equip_mbr,equip_activated_carbon,equip_disinfection,capex_inr,opex_per_day_inr,cost_per_m3_inr
3,7.512684302811644,1031.2893579896067,132.74704055797838,113.29276694100415,419.5952812787902,29.41238311383997,22.684246542640256,1890.382780423938,1890382.7804239378,0,1.804514703216137,20.928728233641245,207.81541577723215,424.5754951814499,53.574395476691386,11.459833730003737,28.348640624324577,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,7514130.9944895,50410.47526519183,26.666808324336703
3,7.44706252591102,1467.1596370926025,33.00296386651534,206.77798340613106,273.4298158607725,38.75180270162425,32.76616897631503,4338.916855383141,4338916.855383141,0,1.2298098900503172,11.487132413061678,93.15480849703431,347.4895068914627,43.573961910785194,15.344159487177523,22.234811249886377,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,14758859.704799065,127649.64238735377,29.419702345525096
3,6.626466937131554,343.82690150638615,73.20478046767157,248.54175386154208,563.5280957793365,22.831919099124466,19.98461539941058,1148.0833190745022,1148083.3190745022,0,1.6533813218109574,17.308544586086693,131.03996435771887,619.081416397522,49.17517918999485,26.289823211535165,21.581421080995455,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,5343898.237196124,45392.22452770328,39.53739573909588
3,7.433987400051959,572.4725566742176,121.06667546216882,87.20265065350085,434.75626195878215,14.908235049109345,26.942623302357127,1613.9727170378324,1613972.7170378324,1,1.4217561343200629,12.827351153612327,151.32223410187106,228.26626413990556,41.0883332252758,13.646567203867297,11.627732531737532,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,6752256.566847024,40759.50260900373,25.254145983217573
3,7.320413828398614,1433.6629076999154,67.53721333609758,201.28364891416732,594.3855700743276,10.42050276076112,20.38891098528995,2412.431885999505,2412431.885999505,0,1.486967731348611,13.251946151794009,76.30635799753347,346.82738873500574,36.303375250483484,22.753970266877275,28.464302333739198,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,8967014.218990026,78521.1827135094,32.548559471960786
3,7.109774533809704,1789.4826431174065,35.7689577782372,83.02952146919317,386.6788742457174,30.05354969364192,38.654312701374806,4167.432034086698,4167432.0340866977,0,1.5973685033345462,5.0,252.16709285616545,290.5644265875786,36.49029868287773,12.067570486630263,26.57268508406605,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,14291907.011323405,98962.05679771505,23.74653167424788
3,8.312852898247172,613.7298146164753,199.63557112813325,226.25133352935026,364.68880487989895,11.533673474910227,18.78088737208203,3604.105437157297,3604105.437157297,0,1.1819425820722531,12.112202932545163,252.94023815348578,260.74582139172685,59.48673643460367,19.791514326406908,31.011894132262775,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,12598902.709461799,98952.4074141012,27.455469641351264
3,7.523868946822976,1907.1742489729074,44.44533877517608,123.40001501266873,454.08613703758374,25.22834297128981,23.27565764678629,2581.4594533109007,2581459.453310901,1,1.5021949650502648,16.062399290286944,228.58830703683319,337.4390250758194,90.0,21.803884318093917,17.15725025521775,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,9772392.025989028,74659.4928010651,28.921427646407203
3,6.733091779202114,1720.755530661424,188.73805878096908,190.3564079378336,682.1949603134221,24.326133731031838,28.095268075822233,777.9066950397197,777906.6950397197,0,1.924612846911982,8.53564767199983,74.39048970087639,242.32357493905485,59.27705311448845,20.458377877476057,24.38178592609789,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,4021715.6439963686,39392.22301675859,50.63875046704314
3,8.257996680128528,1457.0357201949378,131.01957859088157,182.46074206970547,452.9751710413069,12.238433511506733,17.433694815327673,5223.919699389154,5223919.699389154,0,1.4153901672612546,16.907778895795833,222.09787264465655,318.1689434566451,42.4415953018961,14.327412194816393,27.08455679021931,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,17463113.303869057,140450.1656457843,26.88597331658974
3,7.9392790689361945,524.2919935877287,61.44021220824344,105.28110548268438,506.0732064317588,18.88340052759196,36.74571664895714,2276.6224299303776,2276622.4299303778,0,1.636036459403732,18.436116079683366,195.38363378500378,488.96920212604056,43.79323872620827,10.66871399793225,16.70264321107676,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,8693940.32710976,49575.914685246986,21.776081107468965
3,7.981049410885328,882.5908499651083,135.01146994890524,99.98565337420027,523.3123593838566,21.554592597308442,38.652081669965085,756.3933729811394,756393.3729811393,0,1.7674501184822347,12.625121632795643,125.43048001411167,294.33133902618636,27.559123739961237,13.861441327121787,27.533117490610145,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,3992840.5903335474,30901.86307964839,40.85422239734367
3,8.034621738611158,826.5666868446959,137.0120346413919,214.98026174635152,598.4815554483819,11.65856936913082,19.102415302364232,7658.661579641375,7658661.579641376,0,1.778561648170324,16.845900176424987,339.7874535021467,272.10841716626646,64.85152656142058,25.090088416951133,18.16495833560606,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,24814358.437539045,189880.23234793084,24.79287410383554
3,7.921874352419736,310.22108955858266,174.4190588128447,150.4706914093954,570.2455456803269,33.851550354235314,15.664873338319104,7080.359411238179,7080359.411238179,0,1.1548994059611313,14.985692405652168,159.27969159371798,440.3701302626858,25.525741451301474,19.089229050124864,27.779665277998568,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,23053666.015368387,126800.52261133991,17.90876920881699
3,8.42725409805378,978.934754050486,64.34042526067834,178.19508503286622,525.6633632566118,37.690760026815425,29.642348581049262,3620.101971776719,3620101.971776719,0,1.7252082462632354,14.150086971599954,84.70944996814018,336.01646490083283,31.798633150106138,18.625602824043046,20.378194631846796,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,12586568.189339695,93735.4305904127,25.893035975560668
3,6.817643167179787,1200.8439481883875,135.26806039108982,137.99119369115044,617.2696059667007,13.04522739180134,16.43638805571372,5717.326911760075,5717326.911760075,0,1.7517886342725026,22.078032179293416,208.4639276171323,486.73957633075884,58.78782919404894,17.33742377989762,21.590200749187872,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,19028976.401851192,126705.92141363048,22.161741556706637
3,8.483872472737099,887.7511147087031,90.68488369746912,160.66191295847483,519.8952787342064,11.829292981030438,31.292404212344078,499.2024771515146,499202.4771515146,0,1.4423457125011825,14.0537020931479,138.43799968460343,433.87580167369975,24.23487766860377,15.964433800059592,27.76614375635555,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,3295881.7709679976,29327.642954531573,58.74899323792867
3,7.334426069715524,1704.7160074202666,113.27953042397115,176.78279515210016,538.2738446552678,39.487184017763376,15.097790208900559,1125.7711573952442,1125771.1573952443,1,1.2063077072224422,5.85365724492528,217.0005673883016,279.48169720197694,57.74791415724106,23.3719973002528,22.47457114092272,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,5354428.561559493,46904.102069120534,41.663975632174676
3,6.993787697810621,796.5848857292053,90.16047377041805,132.2670360780721,435.3552809942575,22.395187679218537,17.03429702640486,7018.051643877005,7018051.643877004,0,1.5625106789072816,6.67575921708895,335.7945518901316,326.55977453183374,39.44697702430376,14.194065958140284,30.422627168480982,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,22905055.58335415,133984.50656401983,19.091410745162648
3,7.884041063748633,811.5311276416278,80.18985391670394,151.87708334543578,390.27883706429213,30.170331668584783,38.737430003382016,535.507112370839,535507.112370839,0,1.849245675377402,8.40068671695987,201.5037552529545,522.4011390567027,54.99893844962274,13.05846974781965,20.911877580240027,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,3495973.253492157,29472.61287455798,55.0368280713855
3,8.014621114972993,1241.8502498642847,21.166538986226826,209.85752039784802,405.1733097162365,16.613943455106202,23.690096893897916,1008.4502216662256,1008450.2216662256,0,1.0155302560435913,18.37828083062828,76.21912890170627,373.1509853926813,41.54266166617509,19.33384252590777,20.468471669040127,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,submerged_mbr,pressure_carbon_filter,uv_disinfection,4770807.052978958,44101.23187120556,43.7316894019208
3,8.274655274332549,618.2105479693782,199.44765931884518,146.73241366212238,691.3893374269006,20.04150349909368,17.014092994985045,6700.788867205845,6700788.867205845,0,1.74281192606132,24.2490475502315,145.75453801420554,321.15921560811535,44.577972283593546,21.80900435416704,29.63782638070441,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,21858112.464570496,129640.46306350717,19.347044897650356
3,7.472932933907711,1263.227933273255,162.6375736358089,106.35765161472497,665.8490999252422,35.91327250245942,20.845283746378882,5105.687705732327,5105687.705732327,0,1.647699850750859,7.504542053125882,93.220907257651,263.17455708850895,31.571683529708363,15.8255417061335,25.06186277172242,fine_screen,aerated_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,17011046.691134915,105577.326557642,20.678375302724994
3,7.6521717426859865,1840.0728839527587,103.17777861827894,156.3753843098318,263.69950490695567,38.60949544764668,31.81288868141479,7846.980193757323,7846980.193757323,0,1.085163941640963,15.107176647255415,234.07426675135176,483.86741698791377,33.46366123532289,19.760362530460633,24.719987921565966,fine_screen,vortex_grit_chamber,eq_tank_with_mixing,anoxic_aerobic_bioreactor,external_mbr,pressure_carbon_filter,uv_disinfection,25416643.25375926,201631.23600143884,25.695392497848648
