type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_anaerobic_reactor_min,t_biogas_handling_min,t_aeration_min,t_secondary_clarifier_min,t_sludge_handling_min,t_tertiary_filtration_min,equip_screening,equip_anaerobic_reactor,equip_biogas_handling,equip_aeration,equip_secondary_clarifier,equip_sludge_handling,equip_tertiary_filtration,capex_inr,opex_per_day_inr,cost_per_m3_inr
5,7.837414786579567,967.6177491510022,255.33052063115778,2401.5531763601775,1276.094750270621,99.67084330822362,36.02227665980462,212.59242122373774,212592.42122373774,1,2.8598569710544908,2001.5840060928208,20.292829598100358,515.6615260510849,224.20135648623253,232.82239710427487,44.08767060146802,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,5133698.238405456,28508.079230035873,134.0973448909227
5,6.142053788675611,2334.2945366639015,151.2210141552872,1308.7644837375356,3913.01715317229,151.26574604495275,23.796296903087544,2060.4378363914884,2060437.8363914883,0,1.7725705079617355,1501.9887347924666,32.70228729208986,318.6404811115578,206.7084188057321,114.12899606425879,20.675593181021707,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,7617166.007200535,63034.06426409244,30.592558120795356
5,7.893915786556443,2257.6230888720565,356.45474935864115,1712.2329719919117,3182.152246285365,166.7576263002377,25.191528792355378,1967.830373441111,1967830.373441111,0,1.9998621190486823,2080.994746022704,12.582327822677302,596.8336482892812,238.99712066792148,208.70332250281788,36.285542511141514,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,8590783.32371814,67929.46647326546,34.51998068028515
5,6.2612901320446825,2300.5650860923015,187.26699048527496,1185.6578616729466,4232.756380917428,97.68733862591137,35.68824875815798,179.58697551023846,179586.97551023847,0,2.9105327862521166,1441.6512233856479,12.641162346398696,454.2225973144707,151.0433107806381,209.46517070088734,12.365442202052648,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,2897073.3020961937,31313.147757553623,174.36201967646826
5,6.140462017658881,1052.0789183842458,150.02038585770245,2176.8973743314627,1825.0181529011836,170.32227672284463,20.123838036367676,441.46555842184887,441465.55842184887,1,2.8632839338757687,2112.803216033496,9.004539389255523,760.7894829486086,207.1435765580908,125.37303392562383,31.513779939265703,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,5667884.2108930545,35026.15068935271,79.34061903846859
5,6.409499129092001,3912.2514460639386,251.44162945495012,1642.1197859852318,3204.4813564831234,77.88192654837908,34.69174790967527,5954.433706922764,5954433.706922764,0,1.1675036511119763,1829.413033545089,31.569619253555604,431.71335145938764,274.09951557140556,154.23849380399716,20.780921623147858,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,18069243.49623952,148005.63158540992,24.856374068508835
5,7.030638101568716,739.4610474521548,373.3919530659063,864.7752348607514,1866.2639469238293,182.98940492557787,31.757833549456166,1538.91400846723,1538914.00846723,0,2.9932414156901803,1537.451235933889,28.613826515640547,274.70053972831863,203.36055394124082,193.93604766040258,12.46897630970698,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,5914692.555450627,43196.33115874406,28.069359899951746
5,7.385379173995,2323.894254268681,337.06818177831633,1974.5418789699831,1125.126073187712,66.13996373717636,39.75555153345016,1868.5141273119013,1868514.1273119014,0,1.1436349785133852,1239.9738763164726,30.226469223336284,213.16271697862405,212.00858691822737,108.80209666228049,18.211736856609278,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,7413341.9961319305,66618.90261386703,35.65341125341499
5,7.5837905334116025,3867.892139328801,553.5450712211702,1381.6186233513454,1078.603106677438,89.32752172049612,30.491007890837125,2343.482227247135,2343482.2272471352,0,2.4862594394445985,1813.6292540418651,22.628292272603176,278.4298703887035,306.60817122601236,222.62055439689553,15.224642412151542,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,8657707.843798306,63909.122008918726,27.271007761809283
5,6.422832016585662,2810.2455657353858,501.42920882531865,2420.3597671588254,888.7706897813594,62.161408992278666,28.460151589522464,3350.021764875353,3350021.764875353,0,2.113428735503339,1729.0468884423412,19.417033565961045,626.007651402072,313.58926848332675,230.21849380632037,21.052801569253496,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,12703699.83107282,116482.66604760848,34.7707191842506
5,6.249527043460044,1737.2997244646344,229.09153049439308,1406.0789893982908,1520.4235993762172,150.15949052470134,36.453016399809215,137.09994350489515,137099.94350489514,0,1.1811418157575195,1054.552472762553,23.377686356595213,371.43459190720085,166.62704573626192,211.19350711445574,32.723865765567496,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,2693752.4606806664,25516.980472871273,186.1195549796867
5,6.4550839490970775,1076.6964984508122,335.45873970979505,797.1856613692647,4746.295065483218,174.7119085218227,36.69646869696787,2528.5826876703936,2528582.687670394,0,1.7834760459157908,1028.8539944453998,8.563908829682878,149.33716582338906,213.21429395174331,165.8043498475441,30.269009298863107,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,8057163.69398069,59764.41950362196,23.635540888197518
5,7.130005891870377,2517.656686400912,541.9756174039032,1095.0705759934413,845.2713033501295,67.35340880905602,29.15631000425204,996.2389470190701,996238.9470190702,0,2.475312845389568,1042.239241702607,16.761078595923102,252.6703225270921,210.13502299419204,239.17371178286328,15.101265890233012,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,4530562.095890166,36894.475363469006,37.03376130180822
5,7.68710218060567,3212.004668971835,380.5567635019156,1585.8948004890333,2984.071465443268,47.47616250053852,31.378862921754376,5935.284875031148,5935284.875031148,0,1.9331494398295923,1298.2333890212626,38.36127470422468,175.36147656800787,172.11278716921885,324.54698310559337,29.43309961293219,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,17464044.09177133,143836.6566583421,24.23416224947202
5,7.655369435573296,2368.29901621532,72.66541759873175,1572.4534408777004,3445.2268066437873,45.03327885693217,29.61284130317742,5661.9741930003265,5661974.193000327,1,1.0922892873681247,827.3458650643197,31.51137779072979,630.8273785069963,162.0987067058172,315.75230075772504,18.36414032559165,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,16849643.14552134,138570.25840472992,24.473841399001575
5,7.076516246299764,3173.226423610641,114.71871590434769,1454.7128454212398,4439.7896371057295,90.3440077264138,35.948327641071714,2780.8086305753504,2780808.6305753505,0,1.8011238510429617,1754.7002484876632,9.522796260021906,334.4600959713219,154.56278769954082,223.9501733705346,22.38684185967764,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,9834477.368021164,80455.59415207495,28.93244550072784
5,6.48106079312715,1966.7353108732143,424.89911861815943,1655.1205593416553,1822.379027114843,150.92877056202536,34.17657800090334,2588.758557711862,2588758.557711862,0,1.3463387861720852,1873.3558535260047,20.34615597182303,329.65178959214626,335.24848615239785,133.88964544183008,18.098963945036022,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,9605819.767962351,76846.86740548268,29.684833750353945
5,6.764843164877185,2304.8852046117295,387.78470884199464,1296.8551799276681,3673.641113389426,33.90594813410305,38.53149321976649,2821.3065373548948,2821306.537354895,0,1.8934221457003664,982.1422621851901,33.45899177840042,373.24597666335205,137.59779052169196,188.81204238272224,23.42490647955013,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,9254568.4101675,75220.76834752332,26.66167867673332
5,6.719096841955703,858.8002011348133,538.8624793298396,801.9671866342799,3861.9593753944946,102.14395332067822,29.90894361704602,4095.232579307546,4095232.579307546,1,1.9792093091287168,1032.0384661310156,17.622639877247124,134.96942352107342,102.76676851513653,232.99189901221206,19.88966743408079,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,12099458.394170713,76947.27057042235,18.789475098245383
5,6.669462675664034,907.2430203749841,250.14941149406243,1845.7413729956047,4242.289969719017,159.94234098398994,20.033890733787093,2097.9469707983503,2097946.9707983504,0,2.628574095498754,1572.1813651807033,38.530023697962655,566.2717685811949,155.16126249067145,360.0,28.632175139842456,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,8750616.585733306,75599.04304616459,36.03477308932943
5,7.207328182319401,1406.8722888526968,546.6771513615165,2496.6377512342433,2240.2475722766635,113.14532923412595,21.26567336752137,4603.470282680963,4603470.282680962,0,1.4670882721675291,2296.2228398908464,33.59631839168214,817.3396536933384,360.0,97.47188487444869,22.842135622476697,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,16717070.53158781,157826.35321953986,34.284212458872474
5,7.696819838644119,610.5319946824397,121.7260724994807,2338.916123097571,4204.644623234095,73.35331914961034,26.773153600727746,324.93132875947276,324931.32875947276,1,1.0224201404486608,1811.2352316336062,35.16990908575013,298.18274338812364,360.0,242.44021430250163,33.01830385575602,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,4862727.841023434,37308.885798856565,114.82083288581293
5,7.324898549160683,1218.469461671551,492.0253850309111,1321.6865001672513,2891.7464854416735,51.44193123017652,25.097937638918808,2786.5170193883946,2786517.0193883944,0,1.9151485240401571,1352.539001662936,31.78691848460366,352.05092714352827,122.74119375865654,222.01308381633706,34.5568645344832,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,9439475.144953543,73758.5803185562,26.469811526485948
5,6.075827945391766,2119.794157279971,409.9564611465453,1478.073517771145,1234.6407751919835,117.34474925627974,21.59594927941728,514.6512794392706,514651.2794392706,0,1.354664146016334,1341.4042944592416,39.80841542533079,274.6475549752768,331.54676837450086,128.64652167282844,33.214883468572275,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,3776024.4280142877,32134.810938403287,62.43997095162226
5,7.045481262824797,3232.044412040908,525.9238996324445,2183.785164735502,1420.0316891910384,181.50742510444803,22.396089567629684,4432.893104564046,4432893.104564046,1,1.600414418780095,1015.192157431257,34.37507528485305,390.5386556880251,292.77687421932916,107.66530802852101,26.169349475816766,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,14034698.760275526,137376.4977826909,30.99025727492728
5,7.802853899523985,2590.9823321706376,317.69764609619125,1951.7274914611544,4968.516046691555,86.76704631185072,22.193916181877984,1521.3007396365754,1521300.7396365753,1,1.8106019484564875,1884.9273674506292,38.18541792601751,251.10381580260784,180.69299386686274,223.90145979499115,37.25234606896436,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,7406224.557808343,65713.87981521833,43.19585082888789
5,6.967672771225444,2386.9923375981075,210.1179862286234,1599.814973103986,3341.7987840955398,87.16745505115418,32.030123439532446,4549.463332066609,4549463.332066609,0,1.9119575876268993,871.2924334846874,16.537601882671968,193.8614498982722,141.758391512735,110.36880401453489,35.77627582267843,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,13513967.728427496,117664.44647873467,25.86336846576697
5,7.464656322525235,2549.0700649155756,489.06473968376406,851.9341457588112,2277.856569088225,128.92003344203908,37.102076005423,3288.2151361758174,3288215.1361758173,1,1.0886566185897812,585.9660151389152,27.269045394383802,504.18911961053385,127.53585309726824,258.38385929366376,11.438632257946312,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,10094971.048395826,65722.0012139711,19.987135419127583
5,7.670219210191934,2957.912101798973,310.3561036579239,1454.4149104279572,1721.82568741647,188.21770741914924,25.44284301693065,1661.6623339077498,1661662.3339077497,0,2.1537960035208443,1348.6462848506128,26.63079715757557,220.7752358159579,146.96709502317867,270.2958452328778,29.740784760446225,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,6692012.018738077,54257.76545578345,32.65270226604033
5,7.22928650129435,2462.474844257423,179.12048376909763,813.4962479294207,3253.4357196381256,31.72023239554463,20.553750854515272,2125.0697851621135,2125069.7851621136,0,2.85936860786,1029.1359659100895,14.228712722117061,521.8249743315465,151.4867916349293,212.69445225764997,20.411129211548765,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,7230037.985124613,52294.513548100294,24.608374705262182
5,6.087992022464745,870.5346154313368,54.51750265365411,2088.080643435893,2394.7087965699684,145.73420343364484,28.92407382835323,3023.093431168885,3023093.4311688854,0,1.7888880557226345,944.5787999858562,35.51820236670572,213.6050925697271,273.62096308025707,161.60543509345683,26.433483391484117,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,10135646.85216083,100006.42008703495,33.080823455849085
5,7.4559231829894745,3436.673769674877,579.3893604047328,2059.53854437488,4242.900219982338,189.25442064961433,27.69603228600742,2124.9981455853554,2124998.1455853553,1,1.907541178513769,867.5492270408762,16.81071010661199,436.1350315148328,246.4092206647581,325.8978061718527,27.32543090285216,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,8290588.900727596,80750.94889788792,38.00047970189835
5,7.413148201273186,579.7871732037222,446.6242411517523,2023.0392776967371,852.7435800715493,89.6605257024672,32.72684096127567,911.1968994924974,911196.8994924974,0,2.945213758104402,1982.8113250736485,32.973429621871034,647.0795407828494,360.0,231.97628077221026,23.428345454451698,coarse_screen,anaerobic_filter,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,6372827.071321125,44078.65877185808,48.37446088371047
5,7.29461012509157,830.0133454894947,553.4279131201447,615.9879779840913,2006.8636609131033,127.43919942160085,24.46373705367448,2584.4802888654867,2584480.2888654866,0,2.333081989753132,1022.469065234023,26.938234792075303,359.56324764546673,207.3319622580514,75.59267788998973,23.157159213463768,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,8110140.457525303,50271.736350068066,19.45139089148787
5,7.820375267453182,975.6894803394621,480.81692758341757,2069.4357924908127,1150.3415368771637,134.52707270446516,26.227207471449518,2281.7771582250775,2281777.1582250777,0,2.141071147659537,1526.5974610839173,40.58021782107306,424.46744978094216,178.12504707586115,243.5815795483509,18.794376932889136,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,9175282.895125415,78647.70492384411,34.46774135692623
5,7.802225823443427,3918.6571298490094,307.7930484077925,740.4590084561593,2733.806949338893,122.34939061149188,35.73317583731762,5995.015100557418,5995015.100557418,0,1.068450384472307,1559.2332688901715,5.543564332128884,511.42959419351394,245.50030727520536,298.875537367925,18.448961159817536,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,17064810.77864214,93838.30367129194,15.652721819260611
5,6.400872571589957,2592.8422365185556,287.879209409219,1919.4185452056226,1606.2779478320542,109.95753714171951,38.262196153262195,3575.6354145851656,3575635.4145851657,0,2.5007255718732857,954.8338492539565,33.13189041298507,292.3189071006129,157.90280334294619,189.10488270130904,14.000271078488197,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,11517478.310511462,106146.50681049237,29.686054226198888
5,6.105172237333766,1867.0919383005369,149.49657136055404,1829.4459568621644,1967.812612255767,71.11017760491865,31.03004440946337,3195.9344651933434,3195934.4651933433,0,2.6414056385572033,2108.4929923542954,11.916020198961878,214.8808192861161,310.5357674321465,157.63314092573634,14.92408134015153,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_drying_beds,pressure_sand_filter_plus_acf,11459270.232142888,95187.25694272896,29.783857578872613
5,7.060342345610052,1621.7350493022414,167.72413101192205,1829.5909285719692,3883.6477162497386,74.24353667184597,33.31785353764836,1432.6768906961947,1432676.8906961947,0,1.7968304542724192,1431.1280528486443,14.089656193696715,439.9451291942932,201.51782251569665,317.0603845502049,17.1382499547809,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,6783386.888711808,59710.12942320878,41.67731734277731
5,7.067671820370512,1915.0170094047355,551.9873206773254,1809.2952307341836,3163.86355258455,54.89823120390458,22.079901196982615,3670.607025958833,3670607.0259588333,0,1.1634984521107574,1348.5422478178325,21.710944366934612,195.06108272707627,279.80693657582134,205.4177578514249,26.381944784584462,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,11958765.321741581,107422.27306867146,29.26553355043794
5,7.659836723090057,2680.24438500931,182.02488510527468,2421.3770219955104,4681.9496609639355,147.75256011265012,22.449138968873797,3835.0767981270124,3835076.7981270123,1,1.5726251169115377,1587.615449475426,29.23270528563852,714.2391628670173,307.3945228257752,306.58433432461015,28.995573300872692,mechanical_screen,uasb_reactor,biogas_holder_and_flare,diffused_aeration_tank,secondary_clarifier_circular,sludge_thickener_plus_press,pressure_sand_filter_plus_acf,14045699.059686419,137565.87488016454,35.87043548837129
