type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_coag_floc_min,t_sedimentation_min,t_filtration_min,t_carbon_polishing_min,t_disinfection_min,equip_screening,equip_coag_floc,equip_sedimentation,equip_filtration,equip_carbon_polishing,equip_disinfection,capex_inr,opex_per_day_inr,cost_per_m3_inr,t_oil_grease_min,t_equalization_min,t_primary_clarifier_min,t_aeration_min,t_secondary_clarifier_min,equip_oil_grease,equip_equalization,equip_primary_clarifier,equip_aeration,equip_secondary_clarifier,t_grit_chamber_min,t_biological_reactor_min,t_mbr_min,t_activated_carbon_min,equip_grit_chamber,equip_biological_reactor,equip_mbr,equip_activated_carbon,t_neutralization_min,t_precipitation_min,t_heavy_metal_removal_min,t_filter_press_min,t_carbon_filter_min,t_ro_min,equip_neutralization,equip_precipitation,equip_heavy_metal_removal,equip_filter_press,equip_carbon_filter,equip_ro,t_anaerobic_reactor_min,t_biogas_handling_min,t_sludge_handling_min,t_tertiary_filtration_min,equip_anaerobic_reactor,equip_biogas_handling,equip_sludge_handling,equip_tertiary_filtration
1,8.429935487959472,541.7998462773692,15.11409565530344,12.857977188872216,10.600714963196593,7.469109380200182,14.695618564136709,2023.209702461654,2023209.7024616539,0,1.7618419890385804,19.84821273187408,150.62057416542197,29.237102181167927,24.626725379772946,23.433779630596444,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3371158.1757186074,17153.488666240995,8.478354292869504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.1179363981511825,535.1120631576716,47.07624228926414,3.8168448101453025,49.469850554909556,7.703905689036275,18.994673162315255,3243.4165885774564,3243416.5885774563,0,1.07223939895988,33.48827898670953,72.59515951461074,24.808142454631195,29.804293239518493,15.15176540626937,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5190567.790505231,34027.888311375136,10.49137148499927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.9964359181532245,587.0677790775446,10.85941160958038,13.670035991453814,5.757227810609585,3.3833348026953516,34.97564705809844,1384.5193013309486,1384519.3013309485,0,1.4085247229835565,23.86649621144399,109.67619436442546,22.3069124413784,26.08314194738353,7.320316169569661,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,2406024.7194085172,12684.410906501807,9.161599187752882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.393625903468903,509.04002685711663,24.115163279048797,2.7866896109449746,15.01280896758226,5.839490105947239,19.69422789139885,3979.1154073926687,3979115.4073926685,0,1.7919000271804912,28.63382990450301,124.4379524285782,14.67438221569506,17.534197759031805,10.509684078708775,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,6283209.159699431,25171.594778786723,6.325927298318927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.650422223628809,1159.1510362875506,27.230554652275224,11.83452016569736,28.815026343366206,6.3100074385323035,10.847306262912657,1015.2890288336617,1015289.0288336617,0,1.3558468969287474,20.05185189952142,169.41793340350142,18.372954609124253,22.219508727434015,12.073649655485008,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,1870033.3255202146,12860.936783629095,12.667266579649159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.934743452212469,403.944315504668,7.139631768528272,1.6438205293872192,12.867599205393063,2.322087808873881,23.424301989294815,2310.090542239817,2310090.542239817,0,1.9312270052999636,22.070403580900095,108.4510064037993,23.36825942858081,18.185228695865685,4.834664990739123,coarse_bar_screen,rapid_mixer_light,hopper_bottom_clarifier,rapid_sand_filter,pressure_carbon_filter,chlorination_system,3775392.6552012935,12062.94301635879,5.221848579433949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.736210454301718,496.29027315200744,5.132549225608686,9.39334262274588,16.716390005664888,3.011227426757092,17.20819971619664,578.8067221635113,578806.7221635113,0,1.476008644399475,19.278097087695144,48.70495710373312,22.483083779955045,22.370084238318757,10.774718463724918,coarse_bar_screen,rapid_mixer_light,circular_clarifier,rapid_sand_filter,pressure_carbon_filter,uv_disinfection,1186292.8664461058,7689.902443492873,13.285786341162254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.271315689315101,121.81756001693059,4.551970855323482,4.030350119986755,23.659257251356188,4.900780344730109,32.11303829045282,1651.6263666526652,1651626.3666526652,1,1.7393350201567477,12.742163224482871,54.08086973079522,30.74109854314804,19.980023046157296,14.125235488799213,coarse_bar_screen,rapid_mixer_light,hopper_bottom_clarifier,rapid_sand_filter,pressure_carbon_filter,chlorination_system,2788272.0067133787,11362.791998643293,6.879759386302455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.764357683238392,525.4036304890477,17.29014719261859,13.242176820194624,23.8438857791318,1.2794275571484093,33.17013005896466,3149.3354822047745,3149335.4822047744,0,0.6697612400696336,21.728849410795416,62.02023955935389,32.15168000765841,25.366810082981036,8.241430089472138,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5051697.258635433,26513.75791294087,8.41884202643893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.11484556208259,965.4742370334484,45.80775929645777,10.384293054338679,36.178800455085046,2.055545717305095,10.597220349470293,421.25944685025763,421259.44685025763,0,1.4685820483394503,42.738377986030514,118.03835925892288,35.26675878523682,10.509805000695666,12.861144877728927,fine_bar_screen,rapid_mixer_high_rate,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,973761.3642937923,9046.107072839877,21.473956585371102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0542666697439795,705.3500768708159,28.09173956450005,7.985810332298208,24.10086130844349,5.969199023221437,34.16655988469596,2344.589846381984,2344589.846381984,0,0.5838079475478068,24.27955529441478,124.83112915061844,27.161932207491407,12.848544805894342,18.162103023457526,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3846058.819316515,21108.200857147585,9.002939635570105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.39401233747138,813.735829413144,29.455829296408584,1.914181947277773,7.347931593941647,2.508285254404614,13.445569396215825,4920.374653439109,4920374.653439109,1,1.0487652937707757,18.907613470951244,136.05683458097553,9.130938193473948,5.44176577146322,5.846254414941865,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,7693644.81182845,30203.81508865911,6.138519364078927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.043570262605759,733.9938747963156,40.36970657272726,4.740682183017651,17.742697545625987,8.3325803675434,28.648709504408064,721.3922669509398,721392.2669509398,0,1.7468766629529218,24.254291046553767,149.25710391020996,14.374780580587554,10.359968547317408,17.897868279793396,fine_bar_screen,rapid_mixer_high_rate,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,1404358.8861403586,10190.283900041575,14.125856856093238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.544440055901617,626.936866938006,27.28648213855833,3.9843054699563343,40.036116565756046,3.139559914271779,32.81708224297776,2624.260987588989,2624260.987588989,0,0.7615758537624502,25.726139453513586,102.30225796708972,26.497402284164195,17.710847441488227,6.98830375402402,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4260570.693030962,22390.85677127164,8.53225227108337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.166189537617067,156.84133303133558,41.465960611030916,12.378495007834868,46.57924063794028,6.8118098909395615,14.015590852633764,2265.454116124785,2265454.116124785,0,1.4484994797228723,28.819492719513082,157.25770493378144,22.071349912888977,20.617627836617874,29.13368089915832,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3746374.320660749,27621.612079273465,12.192527706772598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.355302102428898,234.77821584590026,48.30849197774396,10.6781356299106,42.48657850059616,3.8958770897468917,33.62239775422718,4080.9907927089284,4080990.792708928,0,0.7960913785847081,33.3502369568416,125.76415033044415,32.68208135840238,16.198211294809227,11.019956838773918,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,6458831.50878956,46487.105350924,11.391132132416853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.4532331736578294,803.4191301715967,19.508763215319835,14.82415079802802,23.269494746700417,3.3482476531592242,30.347445627487787,2386.7800348607007,2386780.034860701,0,0.9297365367074097,29.941786095990764,157.00589816901368,33.90848397723359,17.157349545175226,33.70064983685192,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3932308.0942098517,22534.446758014416,9.441358830257515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.933538963872218,454.29315615532954,27.31594980528689,6.616018256303639,20.79607381855641,9.754277080121637,14.255154361993727,3107.514938852147,3107514.938852147,1,0.6375721057008567,20.968005586997588,174.1978307718996,27.741953964523024,24.26495138570021,7.054212145318378,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4988643.295404359,24846.584133026525,7.995644308054187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.862876905305345,583.9301273796063,21.112787453489794,10.915567119471604,18.874352774101126,5.377944321074734,16.51811804559291,2017.8799459028019,2017879.9459028018,0,0.7368215042393947,20.135931643920994,100.63289713606449,25.05054654048316,26.884340554530056,27.134933102992157,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3357123.530275714,18215.834875202432,9.027214385171288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.624980133044234,1056.854133070436,10.268768806449804,2.4571624924924897,22.717634601548095,1.803304577794143,23.899525952521664,2910.8523271228355,2910852.3271228354,0,1.57408099204459,20.339600599321017,88.9232184771685,27.78342454073145,19.980064438684703,10.314034733770033,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4686609.513399144,16430.960062122176,5.644724711391655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.833166353051638,1107.0900443061892,8.283968481431645,11.6008885698607,19.063265711545114,3.931260793008882,23.84311614919443,4637.224420374353,4637224.420374353,1,0.7434310016034799,21.624768714881085,84.02686751659533,20.743704893244157,31.591936075904474,15.27281886671603,coarse_bar_screen,rapid_mixer_light,hopper_bottom_clarifier,rapid_sand_filter,pressure_carbon_filter,chlorination_system,7289162.12865283,30092.509130958584,6.489336379482208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.928333915736777,1160.6482360018106,38.25691978419866,10.931796502887165,37.54430207454605,8.149648014893984,16.780341222998075,3170.764953374281,3170764.953374281,0,1.8323444619452487,38.23909468900132,182.3777991191128,17.183481079236888,19.231518960001704,23.59116267628671,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5110877.858326239,33580.7152120698,10.590729904571987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.283370807933833,561.1789813178498,13.61314911627696,1.2780228242296165,17.993942499297447,7.916879754967565,10.50427345149629,908.4702469475895,908470.2469475896,0,1.298016607826781,18.950782826678278,138.72823074938125,12.664874733465686,13.32529110519182,21.880437821857832,fine_bar_screen,rapid_mixer_standard,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,1676670.716076242,8485.50706194364,9.340434747813129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.359216458187973,1060.8283006755132,7.208289685163687,12.085201115038252,35.39058212741051,4.505233795176534,10.639177474061578,923.109207694133,923109.207694133,0,0.626007151665162,16.148314441005258,69.97039284995864,36.54895429641767,19.21182323880313,10.529273673274094,coarse_bar_screen,rapid_mixer_light,circular_clarifier,rapid_sand_filter,pressure_carbon_filter,uv_disinfection,1719610.906506968,10588.034643875488,11.469969701985438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.240884203632233,459.51286439054996,35.99255768231017,5.481711082781631,36.21270420914179,5.616647307620711,32.19332071811179,3693.4893474235796,3693489.3474235795,0,1.2273642772976665,28.68928468730676,174.4682945903345,15.427332792682964,16.629899304791152,22.212167167747978,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5872125.53083903,33233.4246472457,8.997839582352638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.372445664477392,757.8313147986585,25.192733223282534,6.791740397267544,35.90658376771981,3.6285634242304368,25.17252534172559,3669.9359019359845,3669935.9019359844,0,0.989678152257398,32.66750360060982,167.4654879919225,37.57602946671802,8.67323271764635,32.30736914977178,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5844933.382956067,30006.52028481928,8.176306367909607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.37055161398842,1092.1388840607683,35.8895945222904,10.458670800430454,37.38229774197739,5.96141527239661,29.71050199608291,2559.4550586231762,2559455.058623176,0,0.6415235374672503,37.158316133215436,159.45435181838116,19.198525017087164,30.792157785783477,17.72985240948003,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4189611.0638942732,27205.79503280956,10.629526367790394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.771309944217196,491.76814352356854,11.101072773366827,3.4585226929593613,8.192763983498342,1.2071662857492564,11.727255268314554,540.6019565231211,540601.9565231211,0,1.2767124882745187,14.982255475181281,99.75379873362759,18.848307466788764,12.521389394518,9.18540306676584,fine_bar_screen,rapid_mixer_standard,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,1122416.705682517,6962.126897314591,12.878471513665021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.368795774449061,1057.9420989263185,19.494906150361174,8.055793400770288,46.86090795837571,2.7116132804719553,28.137692170155965,2470.8225390691437,2470822.5390691436,0,1.0395102722386773,23.711799567968463,93.2486028465213,38.173461205191494,32.68306131239919,29.053833000639575,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4048310.0474750134,22135.365844272234,8.958703223021228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.462040472925642,905.2612500986334,41.60598463242743,13.52608909806695,17.23575927947541,9.873440338012536,19.76035058357037,2536.341464697673,2536341.464697673,0,1.7322181775049608,27.94316060806809,159.285549486532,19.811236410017656,17.64867732222886,20.140800951654413,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4148194.3830423746,27967.197561694215,11.026590051441614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.973247987871426,138.5697862761074,38.62534134681273,14.30496528279351,15.181153590032379,2.0451879672217235,18.690104383889445,505.5534079855917,505553.40798559174,0,1.052828778799415,31.493841696209078,183.25312158156768,37.95124181490544,32.764646976155085,39.54676838225255,fine_bar_screen,rapid_mixer_high_rate,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,1106682.9392610483,9464.427554577294,18.72092523772885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.6796387201729965,652.5303144492457,2.3619506990349493,2.4341783593210957,28.57655276935684,8.63207889380603,20.815864017793295,118.27387520330058,118273.87520330057,0,1.6399556273296532,13.901015862357333,63.80136176617269,16.118878855759355,16.8111354379053,26.58327278666326,coarse_bar_screen,rapid_mixer_light,circular_clarifier,rapid_sand_filter,pressure_carbon_filter,uv_disinfection,493254.76210161974,5441.149464864853,46.00466041644513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.937789674855837,759.4146611596034,26.73206035076088,7.228098890666075,31.118923564510084,8.234125973938584,15.437201416961512,2536.4473393091885,2536447.3393091885,0,1.2698563326030565,30.77491503450589,173.9504268596279,24.159630274298436,14.240787768789906,24.127104136065388,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,4142223.942410663,22409.11621905123,8.834843866758314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.243504109621297,228.70262803151596,26.46267931550952,12.187899674082297,45.10072793179065,9.79205628315393,19.193115571464077,1333.159370149469,1333159.370149469,0,1.154347875949114,30.92848024660248,85.03896547132133,41.79126487129847,30.92074806391472,15.519712843770735,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,2338114.9587649424,16182.376796399447,12.1383663189384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.763503078278591,1001.661401072859,46.67708312298819,3.2710066917522265,41.99068371451216,7.870566334401388,16.093041016039678,1543.4489122739014,1543448.9122739015,0,1.043024086940534,28.575660307209784,170.81680651970234,14.769060959809124,17.148375707922757,16.280265214857195,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,2649266.3590189265,18121.688034117487,11.741035216656138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.5879726859247105,763.5751582355563,32.18531896807364,7.0535868146432446,44.91195839393061,8.43892287745761,33.3339446348009,2284.9376439539174,2284937.6439539175,0,1.1460436801794094,23.716726633932005,141.2470608164132,38.794075372841256,28.364103789795703,16.271716270313743,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,3768235.8488184004,23109.793338666863,10.113971118562805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.956211512723074,948.8100073070938,35.403859732121106,13.090424447567203,11.586272493150245,8.685952743452676,20.815636316468726,1439.3928441235162,1439392.8441235162,0,1.990255856019116,37.85110905913617,73.83490229151414,21.46076830102117,25.656221772244248,7.744003878937188,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,2489961.5561513198,16690.636065403833,11.595608616192056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.571847308874326,149.37932276401563,43.48801924626364,5.67225415525379,19.343292474718034,8.036766299976431,17.964157286915054,3718.311192416596,3718311.1924165958,0,0.946278970068748,29.647811738251757,90.97706813541875,12.439060944150194,22.99074019498467,28.890056240953378,fine_bar_screen,rapid_mixer_high_rate,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,5893665.095046299,33842.88211718555,9.101680942199588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.421642685727002,857.2138482969406,43.20115600498747,6.470127262566804,37.03146477915917,7.670518491025911,11.95186525076467,776.994156853752,776994.156853752,0,1.5584734060714984,25.24653990995825,180.22510486476295,32.6540974426804,15.312293241423655,16.952115039893854,fine_bar_screen,rapid_mixer_high_rate,circular_clarifier,dual_media_filter,pressure_carbon_filter,uv_disinfection,1505330.4350238997,11678.575299349493,15.03045447167715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.72114398666851,590.0314715712924,5.933182373892063,8.60769998690493,33.10624925919847,6.028440855732572,11.791213596291072,3146.185190292115,3146185.190292115,0,0.7127798117051416,19.140921550397227,120.29785934176958,18.161148723275495,30.178856629681963,38.355517185917755,coarse_bar_screen,rapid_mixer_light,hopper_bottom_clarifier,rapid_sand_filter,pressure_carbon_filter,chlorination_system,5053876.33318531,21189.608188885402,6.735016188579161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.923289112346458,1059.2393448271291,13.953244320035228,10.309557418509218,46.676491450605965,0.9249256970856345,30.52061340806064,1260.9235185871426,1260923.5185871425,0,1.463629310368984,25.20056634486529,90.76974205338084,28.236510381503436,35.44049745331677,10.074936672570534,fine_bar_screen,rapid_mixer_standard,hopper_bottom_clarifier,dual_media_filter,pressure_carbon_filter,chlorination_system,2233036.557021048,13604.914786705796,10.78964313549328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
