type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_oil_grease_min,t_equalization_min,t_coag_floc_min,t_primary_clarifier_min,t_aeration_min,t_secondary_clarifier_min,t_filtration_min,t_disinfection_min,equip_screening,equip_oil_grease,equip_equalization,equip_coag_floc,equip_primary_clarifier,equip_aeration,equip_secondary_clarifier,equip_filtration,equip_disinfection,capex_inr,opex_per_day_inr,cost_per_m3_inr
2,6.6486540638146945,807.0490050826826,102.71760207752526,312.77584630711726,775.8569604097679,21.908017164121098,27.94869205550337,6840.265368222724,6840265.368222724,0,1.9863553331622643,28.705084748813697,259.53090373942644,44.5301539820389,95.4677387442376,371.5520797436746,129.85639568524795,34.57404097206997,51.578884301185326,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,17936378.54870195,148808.9215251104,21.754846269038065
2,6.034977552571084,1247.104372645891,223.79273558783282,377.0466985963443,435.19273662970033,47.16497324924636,20.9355720367305,945.1253604387133,945125.3604387133,0,2.4904081254065478,18.025082461205,162.7995487806037,32.829755809347034,166.27515432493874,928.1650540240818,177.52994300334763,27.176502472888895,32.12735529011941,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,3234943.4249209436,40410.16887673963,42.75641154944972
2,6.475952217192471,868.38176201115,70.85649156319906,349.7518729146425,607.4108208139387,27.740883877613328,39.3276248816004,3583.7130757936843,3583713.0757936845,0,2.342513322397861,22.75016402771315,117.08155501755658,15.183274237272032,227.20856628857769,946.9157886857031,157.08066154941443,17.77287207357646,34.12729642988617,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,9826821.481606035,93695.57207003213,26.14483081887949
2,7.493923920374354,1486.7791528289713,289.77891285966336,396.9632099864924,422.7847076187137,41.949744080630516,25.89672859284329,2467.7424982312277,2467742.4982312275,0,1.1307547414334325,24.54953248239576,124.1999714682622,27.744225354999674,112.06827543601295,292.92924337700924,263.2564648232524,28.493765132390084,28.471146803000156,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,7011299.587682708,76655.47172162464,31.062994529035343
2,7.315871848805744,809.3361331871736,204.5629026374245,383.16680493698965,476.6460532367915,44.03181897037001,20.47291845525788,9411.014110356646,9411014.110356646,0,2.235384960964238,20.035915554009158,165.0234212210506,26.606665903085933,115.15941798654009,488.4567848477278,301.63405835724797,27.04776204714824,29.372365618688907,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,24382214.388864703,230329.49207901998,24.474460390570094
2,7.047689651918841,620.8778761178299,225.43107652852223,164.69531175257472,444.6142800736397,29.54607396739386,19.53798796698737,7433.926677146005,7433926.677146005,0,1.3604947252174222,24.687289137235886,97.86120675110342,52.77789704086989,110.24749385191284,568.1297935583061,130.37112137403176,11.098820579132797,24.614178744475286,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,19404725.27330081,105480.0282882554,14.189005739393538
2,7.947659631992534,1304.9349365579942,117.67513181052605,361.7351946353967,325.1744629368558,38.495154123306385,21.43556040828365,4502.961349265696,4502961.3492656965,0,1.4432836432554155,29.7388389341154,132.72117039769327,48.29299969034766,100.77589322543875,568.205773003537,215.80157339284293,33.350800856445055,31.284809103489557,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,12106478.993937679,115538.8885380777,25.658423329997888
2,7.231237409019648,384.5388726454579,107.08880842635324,331.2460794663714,352.9556959557625,35.814105228982484,20.918173864207834,1821.7481013394806,1821748.1013394806,0,1.24263102521712,27.27929940860252,173.63619385144736,28.64133887449824,142.3052232986313,762.5745622433011,240.1881190129566,37.66582836135647,50.992236342960084,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,5412612.32835848,55227.39734346679,30.315605819959206
2,7.205436757064003,1090.962308363026,172.50695990193685,227.57138542576337,526.7567124177898,47.452913889485416,28.817053817029684,6397.58239117676,6397582.39117676,0,1.9741465955367539,36.19972667373648,262.05050019615317,23.8440254906993,183.57282726961134,786.3497138705349,247.37279103217432,19.6294859487769,27.940221009692177,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,16838843.548688024,113204.70722032324,17.6949197835185
2,6.608035925790089,366.84565202656063,152.1771767723923,362.62004462623213,684.4057930795209,44.79895056883329,36.179766735832075,6659.3159739851535,6659315.973985153,0,1.4466668304494628,31.058260318726933,168.13061576231595,50.28434378062323,136.88455634854867,316.9294383649429,275.32724168864104,16.773384589783298,50.77236612494294,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,17491672.436172716,161899.1743034559,24.31168230129349
2,7.029808877733592,1236.1454388510742,34.71916753900723,285.9594393769513,638.4470223684125,20.82773079450029,30.209945534912514,1601.6216303469412,1601621.630346941,0,1.6079782541615257,15.16969252125658,159.19779232981685,17.391280120268696,103.34307637379807,756.8834126785175,248.21397143046175,23.99894250015332,26.81843354276785,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,4852386.492414962,46821.94332229566,29.23408527652886
2,7.730511605598312,861.4132839850837,107.2255084659846,368.6708082927758,400.9201589907533,51.19272844894814,30.44544764173601,6530.605232526223,6530605.232526222,0,2.3643049025256135,26.08229744462504,289.0481818100406,46.279838515357675,126.00408591922228,373.17896474744657,311.965556316108,19.564670685012395,26.909184809904406,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,17180594.47323627,161113.35909600894,24.67050960201521
2,8.013142477503665,1459.3327061744667,256.47269677567726,279.18259789045635,487.8001840870061,59.48482794901701,33.40172206361865,6365.1165064469915,6365116.506446991,0,1.0222575371907252,23.604890933315115,81.73199842757303,60.0,110.17750793862919,339.53848845373943,221.14468590946538,17.53103139067827,35.635017982199315,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,16740806.036752062,129108.0857834477,20.28369561698971
2,8.374479252610566,1336.6904292079569,88.63570945508191,379.0444110161631,499.69522009602815,38.536668721745166,23.12431690501498,9999.589247484837,9999589.247484837,0,1.614146912303864,24.313679186174646,274.52442005517463,36.96464471662691,101.94212816162612,660.8528703718868,336.93013329931756,29.90560941556143,26.231231637478754,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,25868426.66697671,241480.7339245228,24.14906532138424
2,6.131432793890111,695.9430111272748,228.7726273808432,156.2033937997175,324.319106063431,44.56536075142687,37.04667856213499,4499.734115397359,4499734.115397359,0,2.2486135200931106,23.769314409482654,126.50887188877338,41.24330947571916,90.59594144028142,446.3182362163143,117.8617638073936,29.90134990873934,34.00612449305714,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,12065607.200409383,68611.31670821503,15.247860195436493
2,6.235471773411173,531.7288167480067,252.1627633062388,243.10076034434843,430.0520327615342,16.049313155542926,31.88042128213404,5789.247600429021,5789247.600429021,0,2.680788881527562,22.69125787470168,246.8341060906724,58.62063652620415,188.9194443225906,693.2083411222843,185.89988984339877,13.01690974099994,37.47707861771381,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,15315738.187579345,108627.98321317577,18.763748022303577
2,6.0642281214770914,403.01098424821487,134.5545234487974,180.19448753378387,525.9913780823406,53.29694421959622,19.353930546518143,8021.918471176898,8021918.471176897,0,2.99512146306327,14.130572765602599,196.31909230177595,41.97940296999837,160.8545941368172,360.3956219355264,230.01811549132523,18.964508454368882,21.36384038914588,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,20877562.848640494,118634.27115678578,14.78876550329499
2,7.294579482125391,1034.9727059624056,254.56670948733822,315.99530234025326,341.55998506407855,40.8685584661161,23.603650863105443,7109.415372270254,7109415.372270254,0,1.0901213200187811,36.11143746788322,277.1490391112734,23.964233890709696,80.74212997538089,863.8079229878721,292.86207953174545,17.666890429417403,50.32042083891498,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,18637350.99272024,155063.61439826724,21.811021902459284
2,7.016540885043982,922.8555645211111,151.84415486465656,233.75071660100474,742.1242787799156,42.47592948010154,38.31180216262295,6296.344104106491,6296344.1041064905,0,2.8497167556102276,24.950386444745106,189.6645732651855,38.72524927099836,71.27396457956985,697.9766225660597,130.2466781070438,33.90427317886895,17.643339873009985,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,16574805.908299297,113635.58243810538,18.04786723203263
2,7.770464499342124,1222.3026516319585,171.65855056861946,173.93911006397246,705.7516878671006,29.4547571098675,22.199321504666813,6985.374478740674,6985374.478740674,0,2.9436574136639067,17.010380167314192,188.23814553216542,44.273414117861606,100.53081341188738,732.7035359655964,194.54707648753018,12.41363283347457,19.814385548476444,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,18291637.97846091,103350.1986099258,14.795226644536003
2,6.35813726590573,847.2054994397389,274.87251101135905,178.07107040441286,375.6458347958254,24.527658489171685,29.32728406066345,4416.095608847635,4416095.608847635,0,1.836609300041798,23.12449622120359,240.31163764491512,45.04468226055995,177.8036138870847,212.9273143724396,172.12699932224783,18.8431415126283,40.790089055421994,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,11859308.52401191,72547.42113987834,16.427955272193334
2,7.7303554260635075,925.1089589754141,65.14954518165433,320.6484114721219,747.9869101568802,49.94799025347989,39.17791636155917,5994.916481909801,5994916.481909801,0,1.6274731942238225,14.121913502151685,260.88539552478676,38.32135341926334,178.7934962486218,790.8678831893237,213.8889971948592,35.49241275851854,42.46333883336417,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,15849045.342883281,135095.9483132608,22.53508430366377
2,6.604879362510358,1005.0563999387308,203.71904847002574,200.7096806192051,767.8894946030964,51.24976599316821,18.63152621979126,2354.965614295631,2354965.614295631,0,1.0042544073574706,38.9040380870738,90.32496662105852,53.74936452721614,136.09747975181966,236.38325929593375,136.45768560647082,16.989957203493447,39.48019770772293,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,6703451.097588363,49516.26964770833,21.026323844018684
2,6.919118264892503,470.3271378793508,284.97628355959966,278.6298451978736,333.2942495704413,58.78497337231358,31.883202368039992,4522.214446946143,4522214.446946143,0,1.2914512272988015,39.57509065546101,89.98741771703904,60.0,187.09653673362098,703.9964493172736,256.0660039585325,33.980231939257514,32.973266472315686,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,12151496.905641614,96913.56367276024,21.430554612067567
2,8.028783657791266,432.21379400315925,216.1025410975769,337.7875645266018,405.6934957178607,20.01020944236079,37.92032483459539,8936.817733646785,8936817.733646786,0,1.219845093173923,31.357852609943993,140.1958145702118,29.095892527916916,229.8930353720196,721.0473326109702,273.1448572804172,20.96839485904414,46.133870380441664,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,23203489.290086992,199700.5247585076,22.34582048223302
2,7.673398653876287,715.52031096257,158.9462095108822,212.26962878380613,597.2510285704475,23.412474413913593,26.2166442936902,8582.200564546301,8582200.564546302,0,2.3156856645991835,27.32816686195316,119.14204854216987,48.526429683121734,153.10298035521078,788.7793847196275,262.1908150115874,32.63446092564851,32.7308698016773,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,22292951.8654167,139319.5831468428,16.2335501365911
2,7.924237707697529,421.9575419158963,32.528875189660795,346.5745540376026,636.6251189269223,57.615555528645686,22.609931401699562,5050.962415521066,5050962.415521066,0,2.57345741821089,18.751991921143333,256.1439806608218,24.694419269561884,218.64582054468494,873.8011476299114,305.3731207519296,24.325715653856097,51.369236366310155,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,13503835.620110858,123388.42654829094,24.428696236014652
2,6.772758171702309,1012.6861181169129,294.38053823775084,311.12203107693324,596.208370952595,31.244435406281166,27.840236913763196,5007.8696487892885,5007869.6487892885,0,2.355171023453556,35.788480132697195,140.8560123764132,32.84854278743595,231.62973302312525,667.6487874810748,150.50655325390508,21.749831808032344,40.48615679914517,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,13369065.411706796,113551.75464007325,22.6746626017963
2,6.596546174644777,1374.4069148209608,171.34656076349054,320.2150026515126,631.7501624524868,22.278484021561898,38.30368510983904,8488.671052888898,8488671.052888898,0,1.2919739520290177,27.544175012369596,229.3007933640031,30.52766685937033,137.83100212991368,419.9037754889861,242.39188944266053,24.37350100047971,21.331687186803393,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,22065629.381151542,183270.85578138832,21.590052746715504
2,6.56793621387976,481.85589940024965,196.25963569799396,288.550154645133,496.266926892319,39.622119875522145,30.72017615920455,2321.7100056767167,2321710.0056767166,0,1.1112483311310792,38.7262669730145,92.06027588099124,29.455409524761162,182.31792860879887,898.7461901936717,136.94045160677757,22.770957924031357,46.6238389681586,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,6654677.602724085,59906.071375048574,25.802564156839022
2,6.212289765285584,600.4037249042528,191.84097876764613,357.3080139127802,351.31817922382254,33.73599634835929,29.803292732589306,5561.098726680244,5561098.726680244,0,2.0710828270002155,39.01991480315426,295.2145173062039,27.94865267145924,124.38073947066049,543.221450192078,144.22700599196128,17.732508214110137,39.259750851823334,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,14755487.5620863,136909.29785141879,24.619109384729125
2,8.467360503578039,652.5396195856234,75.5684836903994,304.1299857108978,448.7527382866988,15.611738515498127,17.34260229064913,8801.975645767663,8801975.645767663,0,1.2174520361744603,21.627950540037627,203.61607069298927,38.14225606549148,155.8034974395442,392.0100765282646,156.54856137129818,18.919340742875132,25.64220562004112,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,22841758.23426267,182350.80932560095,20.717031796524275
2,6.627050729090075,659.2396572435915,187.47343724493078,281.94276559351533,334.3588066254077,33.93257808805042,38.24950337086905,9408.039294300628,9408039.294300629,0,1.6393444650011526,19.11500227436954,174.9805463169697,24.67310973324105,113.8862607544179,849.9900985017416,277.19852898841015,23.827736933097473,35.850391345555394,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,24373331.113812104,183336.84400180867,19.48725321681785
2,7.751540521523905,1141.5867240622458,214.2244994662815,334.01574262885237,595.4922485145182,20.982609787514484,32.173195742274594,6755.643652177889,6755643.652177889,0,1.3246933668740613,21.414432818572745,234.02069809678915,36.44159560655962,209.90396228620884,439.9419959785296,253.44318444365382,29.754590776414044,21.99518438637823,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,17739759.715921473,154342.34742832612,22.846431128523058
2,6.696085630080461,724.1476635081082,104.54381456297087,172.74887199133656,417.7514565318909,39.1748876428769,20.651954237722705,6430.747323064858,6430747.323064858,0,1.8300782545801115,20.520703380963212,127.8380904950536,41.63625765611581,74.58859460571601,742.6909484420624,192.03102690079504,31.091790884763686,31.70631530132568,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,16903060.460779224,96119.38436995202,14.946845139631774
2,6.878997694518414,743.8267708792739,280.204295342688,280.2176524234769,497.19024696898555,22.019302860572207,18.79350704389961,4276.666741291544,4276666.741291544,0,1.904077642025891,42.37980169646952,93.54508477458069,44.286629710803616,94.82540016393375,395.8965359397862,204.69070899514514,34.37741047765032,21.55395503919999,mechanical_bar_screen,api_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,11521144.170952393,92992.35948747721,21.744121090761848
2,6.435620474955096,1147.4395275401193,167.62116854673087,171.92375011423047,640.5018025536968,58.125706204063704,33.45637179079955,9965.519695071029,9965519.695071029,0,2.4855830826360323,21.96015334341569,325.93674465933805,39.94888946616797,76.28838865697354,403.9214925151366,249.35503246451634,24.832740450601257,26.262127789167916,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,25737994.67812371,139164.0206367189,13.964552265703691
2,7.771260886598004,1119.789384349701,64.33056143402624,265.18123912308243,702.9310599034889,20.235767615945406,28.690959873459974,1364.8351745966295,1364835.1745966296,0,1.5497918014268697,22.729058598653584,113.08981620979748,38.54372577198843,180.13395843974985,640.6353957254466,137.80301347003802,23.315272570190725,46.23645839768278,manual_bar_screen,api_separator,circular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,extended_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,4249979.23060269,41014.09234218205,30.050582741101735
2,7.581676645107697,382.42620990461904,160.58483693848828,266.7220053605833,543.6084099264756,33.65459128106309,35.341885427258006,5416.294786892938,5416294.7868929375,0,2.7166264562567735,35.05270783418083,272.72959704131983,46.78858580776701,76.76593403784369,221.99401067205903,141.97526937559473,24.95599717558865,26.86047213452593,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,dual_media_filter,chlorination,14366109.869256072,109208.80355673829,20.163009557939148
2,6.330543989686562,1412.1675870015913,140.35692914090322,199.69018848938796,555.7783568015607,59.174212697247576,33.07362086598639,9261.251279117429,9261251.279117428,0,1.2322454355659094,28.747362784945555,186.07972598450536,30.30334399678039,128.53432636594297,481.2621275337367,233.57368649228317,17.81692246025725,29.987012225975352,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,23980537.669507854,143211.5760299205,15.463523417493125
2,7.082847564487148,1047.0595761785378,176.4065725479192,161.85184180219548,726.9874433671583,43.91560926059972,18.80304318957848,5058.774392429817,5058774.3924298175,0,2.8005777190650694,34.99298373731985,159.81303244299545,28.13643105522229,184.49062882092915,611.0270711378694,200.67338142674916,19.249754742160896,40.71977481011119,mechanical_bar_screen,cpi_separator,rectangular_eq_tank,flash_mixer_plus_flocculator,primary_clarifier_circular,diffused_aeration,secondary_clarifier_circular,pressure_sand_filter,chlorination,13471882.833735086,76478.37339981993,15.11796484031106
