type,pH,TDS_mgL,turbidity_NTU,BOD_mgL,COD_mgL,total_nitrogen_mgL,temperature_C,flow_m3_day,total_volume_L_day,heavy_metals,t_screening_min,t_neutralization_min,t_precipitation_min,t_heavy_metal_removal_min,t_filter_press_min,t_carbon_filter_min,t_ro_min,equip_screening,equip_neutralization,equip_precipitation,equip_heavy_metal_removal,equip_filter_press,equip_carbon_filter,equip_ro,capex_inr,opex_per_day_inr,cost_per_m3_inr
4,5.266046388081866,5610.397158976383,352.70047787679505,295.39947239189337,1670.3258038709298,80.58484199953229,30.70787609835498,4444.359276263079,4444359.276263079,0,1.6400213350731558,49.686424441648164,43.845398731983984,19.581427889077034,186.36052398890516,42.71347509150584,123.8377617105681,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,9815591.283779766,284521.9524376466,64.01866607797724
4,8.143015396975086,5844.369409153161,336.6592085749711,113.47446975028396,1620.1402600781507,11.78403794127394,31.941685235997557,4992.223936494372,4992223.936494372,0,1.9771832015236528,65.94464599975989,35.05658671793736,29.302816221731604,93.56258659201633,37.92715206429054,89.51428518189556,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,10866790.974967565,308743.8460597812,61.8449512656651
4,6.573004986309126,1489.3464294465753,37.967558641380265,614.1451170256468,1903.3530063777634,21.115458794061205,30.56424055590421,1362.0663873153069,1362066.3873153068,1,1.2683757504557354,55.07214914787059,61.639310064529845,73.47020823381679,215.96540641231127,48.3235762920625,72.26316058432647,fine_bar_screen,continuous_stirred_tank,circular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,3727703.2041436983,66979.70402077452,49.175065653587176
4,8.299637531615588,1964.003945928936,456.9112752396624,427.8177710725852,2301.553193492988,72.87884857826532,33.351986918276474,4759.780987382931,4759780.987382931,1,1.211544125705739,69.86495636959947,42.61309467097313,96.69317922524662,140.80739018194976,35.884931251257335,41.912721485409094,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,10505341.398599971,211603.0870123128,44.456475533900246
4,8.22137491903338,2321.630975599257,247.1571486683289,646.5861738699017,1022.6953356017041,89.68553840001873,27.763469580400443,4722.113780958926,4722113.780958926,1,2.9872326089542,63.908820127451555,43.63598386943928,84.08505071067287,214.64922098099223,44.78678547537825,52.437305764112295,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,double_pass_ro,10422260.043024033,188213.9108401099,39.85797877193231
4,6.023972056846947,2113.8846530295305,320.23919538798356,195.8401326609032,1807.37337068112,38.77620005635331,35.94554152156955,1306.9163325174786,1306916.3325174786,1,2.8530061248440797,49.6202002554509,34.23815961878134,58.806194798582894,191.13054538401678,20.55136304756873,50.57633221089149,mechanical_screen,continuous_stirred_tank,circular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,double_pass_ro,3543200.084539012,59334.94317055716,45.4007205314068
4,8.98147739621184,2968.11270784611,328.5180379173491,458.56772922916673,1251.421751055218,90.76625887357366,15.912148342452198,1966.4689404355279,1966468.9404355278,1,2.3695143886908863,69.18223407918634,33.83605135026545,62.56461129759159,112.2413916845752,25.40092853633597,98.39792575187428,mechanical_screen,continuous_stirred_tank,circular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,double_pass_ro,4902307.788709084,93926.19288742398,47.76388325086969
4,7.969670690834819,5622.0725791651175,212.8475263948566,364.41516174100684,482.77630897212146,90.54885709102415,37.46134855616255,4783.713834293303,4783713.834293303,0,2.4674187215322174,63.03273151025544,53.61346694233425,26.787121497124133,90.69994577323125,30.271214104918574,137.78242324914785,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,10416210.78633018,262027.07060667567,54.77482133823853
4,7.472933658658453,5164.675110857764,344.5664588693958,236.8644728976704,271.1896645440709,39.32533456319827,19.882754538120686,4535.248639851458,4535248.639851458,1,2.4594517046499753,66.03010608400257,63.340777457867055,152.71465432909284,93.35617210074157,26.39450203754742,151.37698811442536,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,10085966.98083713,216067.93359185712,47.64191574707885
4,6.7585980379388175,4445.365116003866,477.4186396436767,231.03149120663343,319.3415349509847,53.26815090190864,37.26109970708496,2659.6907997563994,2659690.7997563994,1,1.412513754816653,66.27550121303874,51.25293418081447,104.49698759539662,55.07556519753255,19.732331539481777,141.0006970796239,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,6289167.282894638,118296.18616440675,44.477420523935145
4,6.734831920413084,4843.870236303632,465.54760873092005,51.80068400793127,1776.5011509596513,22.83206119954926,27.716339358992578,4281.52655164261,4281526.55164261,1,2.4395693265778693,44.80420567954898,56.10293843317351,135.509983556555,140.25583860188456,23.523661564940465,124.12985323016854,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,9642161.550908493,236758.1040424979,55.29759098461401
4,5.551834126784974,2516.084114398718,397.51463705990176,425.77081732733575,370.8580960646241,71.02758653231334,37.88435423058366,940.8923431668198,940892.3431668199,0,2.837293849854267,35.36979407903156,62.31966226886273,22.18441164030269,84.3865260157664,16.047239897495,67.64990923664097,mechanical_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,pressure_carbon_filter,double_pass_ro,2556477.67305227,39377.11952723422,41.850823649707046
4,6.728208705634648,3432.596005264047,268.25754765951046,115.08344428647122,733.6308223369163,23.058369253841676,35.495839871009295,839.400885395245,839400.885395245,0,1.176780534047361,51.209753779554056,46.736478137074684,20.05857419519117,119.50588425788477,18.165949816057406,99.47485800065957,mechanical_screen,continuous_stirred_tank,circular_clarifier,none,plate_and_frame_press,pressure_carbon_filter,double_pass_ro,2397972.432300676,39958.03256235131,47.60303837842207
4,8.655738046454777,4630.280556557942,307.7172566817417,567.6693071270579,2247.3396950143674,12.262420769987383,39.86088429692495,2390.3282042148517,2390328.204214852,1,2.7880694034451916,43.03993444743749,44.89279761405632,117.18209555837366,209.63749248289744,55.50558298487772,79.58674597332632,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,5970496.487347307,167027.901810627,69.87655566131366
4,5.953779356589845,4098.719794099752,98.10290516304278,734.5659602493183,697.0495620313941,10.310855147990672,30.662859905985933,1212.0278372185812,1212027.8372185812,0,1.2096576839364388,50.6889917696382,52.92664932768366,19.939453629712673,88.32510521041638,31.02970453782438,57.43846800083274,fine_bar_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,3219354.036748508,72747.45660388966,60.02127539482423
4,5.1757902926926125,5514.198504824028,144.96464914152338,102.9828574367306,179.16215435630016,87.77763859019166,36.426211832932196,3747.5800590971057,3747580.0590971056,1,2.5843011072892423,51.73848990288436,56.40541044494574,146.1293347316492,56.8755809561899,22.861395386154747,140.33152965475716,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,plate_and_frame_press,pressure_carbon_filter,ro_with_energy_recovery,8496242.574550353,178656.11182914503,47.67239365453027
4,7.086638645386406,4147.631255174119,32.3074878591312,332.56982984850475,906.6672412541966,42.33442558430505,38.12322681564621,4713.018384112339,4713018.384112339,1,2.168538341221266,41.31626119096847,57.17861654653891,144.54383745082254,82.84352819175112,23.463973236566037,77.22952593643898,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,10426542.594306068,221961.60267655854,47.09542475471657
4,7.838538773002012,5032.283912632805,41.73381740288054,205.3835294797429,1024.438436878675,96.45920285328715,34.05040922613553,3172.426586862556,3172426.586862556,0,2.9329951760141406,46.08200301662523,60.83872415348889,14.985267282721207,91.50288940737464,36.20404871026246,135.00137655023752,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,7173134.115221758,170068.5110095434,53.60833619092083
4,7.4978143002258815,1629.3738758887453,170.86755975824147,743.9627072833204,1219.3481612382648,13.934399440194424,20.833565343741878,2989.234920040643,2989234.920040643,1,1.9114550248676794,44.66654658793632,58.7187983075485,62.518748511958755,133.66739734731385,36.707886985164826,62.55928142474083,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,6909905.945398772,119480.45487423374,39.970245922528306
4,8.452696586411793,3155.2538889133752,329.9448380973268,393.33018305343285,1738.3586454997323,91.08819241665954,17.417278817457422,4480.8358913983675,4480835.8913983675,1,2.804454666670803,52.95410886526507,33.980856740635424,90.0868126603126,187.7239449337194,22.985633155963715,54.528329708383794,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,double_pass_ro,9974533.659933997,215529.64167264162,48.100320318890255
4,6.454584381234243,5471.759308539707,307.78120190829446,573.8261175092484,1531.1044190701932,70.7812358790975,25.911691742821667,2540.962188458411,2540962.188458411,1,2.9929249248747194,42.35913151330587,64.70986042189352,135.87305992482922,206.76076262427682,34.86624926081985,113.15644033302004,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,6277895.838367119,176462.92381290608,69.4472844241595
4,6.371200017918116,1205.9050497638327,321.91895948423934,511.01085399716874,927.3429698167571,92.78205522213224,38.18855267616266,1896.040756876194,1896040.7568761942,0,1.9245298375977031,39.192615770473594,53.18293109254921,13.88273463496503,115.21174990763392,42.250131237571956,36.90539701522163,mechanical_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,single_pass_ro,4433769.661691316,61197.90354712019,32.27668146118667
4,8.580024037997863,3711.193581968209,115.18585075853989,657.4483002147706,1522.7860946824412,79.99129856336337,24.427629006944947,1629.529493804926,1629529.493804926,0,1.255669048443815,54.139504266782765,45.77293685846453,11.17541893524405,125.38379573839259,34.43870961344889,47.45989845392438,fine_bar_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,4070095.5817654175,98619.78036583579,60.52040220245424
4,5.037498919740021,4258.726753387585,63.5294945868084,361.4993463477003,2346.338584892695,18.13268660644237,24.80534397945197,1063.1872541165264,1063187.2541165263,0,2.582636011364335,56.21108219881245,35.99075775384547,25.173595618605567,240.0,46.99517928357021,67.15147416165249,fine_bar_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,3040319.2243780587,76268.24441920054,71.73547662831693
4,8.955290822993211,4319.238812221953,201.42300332465535,116.83408507410849,1394.009846944919,17.13528506495574,18.26225893360913,3297.4330469098795,3297433.0469098794,1,2.2339080091002455,58.69901626452905,63.81382818802115,137.9038677498508,72.29454413144002,33.22333912120153,122.73711798835801,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,7621300.285201281,165257.13003279228,50.116902354593535
4,7.423116224790109,3027.4641891079636,391.66662718164366,70.93093427838039,2269.943385582478,58.29408313129758,29.63478155901417,3356.885391381318,3356885.391381318,1,1.9367832323324534,45.892156508011354,42.14587682898301,67.83778041147782,87.8529314071299,43.47596564416217,115.3474677779224,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,double_pass_ro,7699988.083795654,158709.00128097096,47.27864754884113
4,7.755392915086949,2386.2418718018994,212.4427481599391,658.6704829945116,1271.7400206369325,45.23799731513375,34.48825240539658,1438.1528078578083,1438152.8078578082,0,1.792233729829989,61.61088898559459,63.43462668636665,14.417314719581608,206.50404583159548,20.112620427811454,81.90628142991399,mechanical_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,3656710.9676818224,71082.60576130309,49.426323387139746
4,5.486570042292991,1928.490398662109,395.10216026432875,133.87267837986462,1363.4679251573107,40.77157738710457,39.76815477563996,3847.9320062757915,3847932.0062757917,0,1.568613164061617,70.27795264236366,51.43962042548053,13.131960270016387,100.60813706802887,35.22981900437997,95.010255246071,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,single_pass_ro,8375140.062797262,120680.58657384086,31.36245296876781
4,5.146064997953099,3774.9314915300038,115.11486258720831,580.4320141392835,160.2629385660778,76.66129126893416,28.434433128851254,3217.9278106912707,3217927.8106912705,1,2.3489459871887526,72.2532879094632,36.873562083353995,88.66896099620433,81.51860188505005,23.775588518481307,96.42266583008487,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,double_pass_ro,7397908.717940132,139735.23273730272,43.423979951646274
4,6.6231822493311565,4887.059566663447,25.489450029817213,171.73858408102836,471.6438765522783,18.152878944975463,30.095625081961686,3458.9547658144893,3458954.765814489,0,1.7202289833301656,53.48010263454846,45.82032703378779,21.74217833387392,53.17828452954929,18.095350936931645,56.12436538861648,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,none,plate_and_frame_press,pressure_carbon_filter,ro_with_energy_recovery,7690388.783384545,161634.97676925035,46.729427735430285
4,8.01715492590137,4251.066681731507,430.97929343833874,709.3325330423783,1438.283441389907,22.901341195327806,22.544425629314027,3228.327137355442,3228327.137355442,0,2.4084073524084433,37.05205338412547,37.328221998166704,24.488338636509496,108.97468359636437,35.39717504408669,87.2460856875303,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,7300344.147632082,194550.03863674795,60.26342138179901
4,8.27995735922291,1260.945555220119,375.52513614711427,300.97410653519864,1749.39450058888,24.657231376051445,30.490629533104258,3779.0338223456324,3779033.8223456326,1,2.3840306353270346,66.19756427246611,52.337091990154896,69.28362607425017,178.70791844572977,19.648132914120588,66.68683620283859,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,8469008.229694292,124705.93747298437,32.99942348639257
4,5.592983594237894,3237.6503667850006,242.60924169251103,136.32002130219786,660.3846781786715,75.18210506784689,30.959844020310214,2469.4032506629005,2469403.2506629005,1,1.7795223755171097,56.7631863190528,48.22762970109993,112.61827675005229,58.21215683003974,29.185962364579257,41.28507435486031,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,double_pass_ro,5845563.91740849,91718.14274025914,37.14182473665968
4,6.298440918779792,5857.62119656614,128.37123778054223,320.3452862232353,542.7683592206322,85.72871935367955,19.43154228515004,2021.8483793281714,2021848.3793281715,1,1.688839783926296,44.43524101655703,55.807348698573406,114.38562479624771,149.36800647738062,22.889503220496803,136.68034379732728,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,5122636.004526347,121736.38366685029,60.21044155017271
4,5.10975977086122,5158.0300717397495,304.4665200596012,274.73324831354,1447.5440567483904,11.082243782559873,18.858959969988206,3575.9818763141584,3575981.8763141586,0,2.794947460900771,62.95423424190446,65.66746273359652,27.03977924162849,91.74855273364312,39.45862640412701,124.17816673887674,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,8023874.262000404,211176.62920813475,59.05416652329319
4,5.735282717896953,1541.0949340541638,166.710250396539,656.4208782341966,1062.3730648325977,58.6694402250448,27.531242014829772,3192.3301757412964,3192330.1757412963,0,1.869344293852328,36.91154138046571,61.08670559423283,21.446061739700077,90.11265506617727,22.168612539143126,87.22197996489969,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,single_pass_ro,7066933.009699878,114043.56989720132,35.724240169085604
4,8.834833524809639,3461.4360987322198,193.94844139011764,378.6554295402218,937.3969627837193,54.97297012428588,30.546877032852997,792.4230653642788,792423.0653642789,0,1.428438535166344,39.84559294079932,52.92455503469857,17.186128880184725,157.10269397849711,18.665934973852806,87.89953172249093,fine_bar_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,2345860.193543304,44587.472958326776,56.267257866641984
4,5.530639453948478,5128.721087057618,135.46935678950297,771.5912966404751,688.3918778600246,63.04262660018062,25.824829641207337,4822.638707692586,4822638.707692586,1,1.7281941514988066,61.15593747133861,67.0161597188993,82.15796124970385,150.355766902989,42.520517194866486,80.08442375401981,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,pressure_carbon_filter,ro_with_energy_recovery,10751505.044209577,289908.0355809517,60.11398596343527
4,5.536103840028314,3904.3303044411905,416.5879032644884,720.84758880021,1322.2223423242344,28.509855834308745,15.331375734364919,2052.3892573411235,2052389.2573411237,0,2.2023144191656474,60.008666899157234,55.749315105347,14.336869008634057,240.0,44.36962083805211,102.5270714983394,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,4998456.4166149525,121977.5262217255,59.43196486018824
4,8.260349129597467,5773.65710915217,192.282671459523,650.2242217793026,1168.657338905774,47.15137353076741,39.83484207763848,866.5100208152395,866510.0208152395,0,2.027909064340961,62.60248465261908,56.868916911027696,18.156463129904036,201.90450462895046,24.38795387151151,114.76619741174574,fine_bar_screen,continuous_stirred_tank,circular_clarifier,none,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,2685859.51597912,69466.37189249555,80.16799601133225
4,7.080936069336657,1687.8171518479194,113.73122882754024,703.0568180940655,442.5306461326077,98.63217432949098,23.764780620337955,4894.541333644258,4894541.333644258,0,2.0127592342393683,57.205984587589704,35.127575183727544,21.510745468669654,163.58684272573421,35.18092257324196,51.18129166209824,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,pressure_carbon_filter,single_pass_ro,10466879.708072472,150441.47032921802,30.736581851931362
4,5.285703743759122,5823.502096613516,465.0755906155937,297.4808735862959,2145.9951862147454,24.55271209449399,22.393952644156766,4948.943773796691,4948943.773796691,1,1.2448994965987157,63.020767317522825,62.71176197138609,159.56970001153562,239.55115373831595,20.039910123258228,138.37537417637583,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,11149175.151188988,344759.99279053573,69.66334808973704
4,7.703536527773283,3503.2757197799947,153.41703477147496,695.9826933797683,1029.2951165116467,71.02341387393197,23.58635408648462,2334.968916862735,2334968.916862735,0,1.4474160559595208,60.284275106656764,35.24446347457145,29.338965004266353,178.61226730685632,27.476464859399943,109.93350378508241,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,5493366.813726991,122498.80030847887,52.46271135509088
4,8.034168516462671,5851.33462606297,363.00723001605604,640.5934733625161,1083.7314356291276,84.86484540798733,34.632157579500145,2582.449662948435,2582449.662948435,1,1.5300478705968905,71.98356288743807,53.294872881357186,159.62912828257612,95.64510426182707,26.32081474621482,80.12334045724748,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,6317425.46554483,179166.38146224362,69.37846031728097
4,8.02134241568368,2904.2454943349658,413.3550223746016,321.77814411087684,947.3380267083348,40.92149281381331,21.549962467397034,2995.68210103254,2995682.1010325397,0,2.838260667865553,46.04782191583641,36.88664540950912,27.70155896696216,175.30184806871668,28.34796265459376,44.90029076729729,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,none,belt_filter_press,gravity_carbon_filter,double_pass_ro,6715941.361322327,117618.07589001501,39.26253585100865
4,7.076536093339566,1881.1866659485463,193.80992882227196,377.3913380324634,304.22877609669797,57.26107804464128,28.15115313403081,1418.869074609534,1418869.074609534,1,1.226014623221556,53.742051553561645,55.20429591535702,105.11286726079051,112.84953826304844,16.431299892940128,45.825828372934474,fine_bar_screen,continuous_stirred_tank,circular_clarifier,chemical_precipitation_unit,belt_filter_press,pressure_carbon_filter,single_pass_ro,3689037.9165503094,45305.35595879813,31.930610631756807
4,5.06088373452023,1297.327723463378,417.0041029001195,77.7860753517041,1252.086370262395,28.541047779431054,31.22103636836745,3978.593175601439,3978593.1756014386,1,2.413839009853231,43.550078854093144,35.78268091103368,45.59626619912417,90.94620745786526,13.258369813510676,72.12599505913933,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,8780951.437454151,98728.4799472156,24.81492215707401
4,8.417824525518943,4790.240566357403,148.7606095113876,364.6215045257627,1694.7410589245096,25.859732109195715,23.122365024526694,3524.601450991355,3524601.450991355,1,1.9967148087173026,53.82563986892129,43.11706649716125,140.16088687343162,131.79594658274672,29.69069459743091,105.47906210941305,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,8158417.14473703,212864.12118721934,60.393813072779515
4,5.775816436673603,5502.201867497467,173.12933842783372,620.7326796933183,1678.6951612317157,24.870941021754643,15.240402515123867,2386.451518137354,2386451.518137354,1,1.2669656642647216,67.04349402071689,42.619944785965316,111.54671648156106,117.20265886636768,23.33184923779507,120.6299510265138,fine_bar_screen,continuous_stirred_tank,rectangular_clarifier,precipitation_plus_ion_exchange,belt_filter_press,gravity_carbon_filter,ro_with_energy_recovery,5943653.588701613,172420.9817630572,72.24994115850855
4,7.964925604904429,1079.3387355962996,421.15195914480074,463.0632505519828,1471.4108705060085,56.08853654964522,18.166938315526025,4762.984396133671,4762984.396133671,1,2.7474671631819394,42.24964756102442,42.04434703933506,50.07082532484757,146.84535454847273,30.05338064725493,79.50111377654777,mechanical_screen,continuous_stirred_tank,rectangular_clarifier,chemical_precipitation_unit,belt_filter_press,gravity_carbon_filter,single_pass_ro,10410056.964767506,148714.38970547228,31.222942873000054
